Date,Point,Count
21.09.2016,Нефтеюганск-1,154.0
14.03.2016,Тверь-1,24.0
30.05.2015,Смоленск-3,114.0
23.05.2015,Челябинск-1,145.0
05.12.2015,Саратов-1,168.0
23.05.2015,Таганрог-1,175.0
27.11.2015,Сургут-1,157.0
23.03.2016,Чайковский-1,26.0
10.09.2015,Астрахань-1,35.0
05.10.2014,Ульяновск-1,112.0
08.01.2014,Сыктывкар-3,152.0
16.10.2016,Раменское-1,88.0
27.04.2014,Белгород-1,84.0
05.03.2016,Октябрьский-1,107.0
04.01.2016,Гатчина-1,114.0
01.02.2016,Нижневартовск-1,79.0
30.05.2015,Гатчина-1,68.0
14.05.2016,Самара-5,87.0
26.12.2014,Белгород-1,169.0
01.07.2016,Астрахань-1,89.0
08.03.2016,Гатчина-2,147.0
07.07.2015,Калининград-1,53.0
30.09.2016,Лобня-1,157.0
09.08.2016,Ханты-Мансийск-1,45.0
22.02.2013,Ухта-1,206.0
25.04.2016,Сыктывкар-5,39.0
26.12.2015,Сыктывкар-3,211.0
05.06.2016,Нижневартовск-1,89.0
20.06.2015,Белгород-1,122.0
14.06.2015,Смоленск-2,124.0
06.06.2016,Самара-1,189.0
25.03.2015,Майкоп-1,68.0
18.10.2015,Астрахань-1,54.0
06.03.2016,Ханты-Мансийск-1,58.0
04.08.2013,Смоленск-2,7.0
23.09.2015,Реутов-1,41.0
12.11.2014,Таганрог-1,88.0
18.06.2016,Бугульма-1,107.0
08.06.2016,Шахты-1,61.0
24.06.2015,Сыктывкар-4,51.0
31.01.2014,Челябинск-1,74.0
13.11.2015,Ростов-на-Дону-2,107.0
10.05.2016,Уссурийск-1,129.0
10.12.2015,Гатчина-1,53.0
20.07.2016,Калининград-1,108.0
11.03.2016,Тверь-1,32.0
25.11.2015,Самара-2,160.0
05.08.2015,Самара-2,167.0
13.01.2016,Березники-1,85.0
12.06.2013,Белгород-1,60.0
22.11.2012,Самара-1,30.0
26.07.2015,Ухта-1,214.0
24.03.2014,Ульяновск-1,76.0
03.09.2016,Нижнекамск-1,92.0
23.08.2016,Ростов-на-Дону-2,107.0
14.06.2014,Сыктывкар-1,230.0
03.05.2016,Калининград-2,93.0
31.05.2016,Самара-5,127.0
04.08.2015,Ростов-на-Дону-1,81.0
15.06.2015,Таганрог-1,139.0
11.06.2016,Сыктывкар-5,50.0
04.03.2016,Тюмень-1,285.0
24.03.2015,Ульяновск-1,52.0
20.04.2013,Сарапул-1,88.0
31.12.2015,Железнодорожный-1,24.0
12.10.2016,Гатчина-1,84.0
10.06.2016,Новороссийск-1,161.0
09.10.2014,Самара-1,141.0
06.05.2016,Сочи-1,68.0
28.07.2013,Сыктывкар-1,374.0
18.02.2016,Самара-2,162.0
21.06.2015,Королев-1,77.0
01.06.2015,Химки-1,83.0
03.05.2016,Самара-2,270.0
21.04.2014,Сыктывкар-4,29.0
09.11.2012,Самара-1,30.0
13.06.2013,Самара-1,56.0
18.02.2013,Челябинск-1,46.0
05.03.2016,Челябинск-2,110.0
22.11.2015,Самара-2,272.0
30.01.2013,Челябинск-1,42.0
03.07.2016,Шахты-1,89.0
16.09.2015,Колпино-1,59.0
01.05.2013,Белгород-1,37.0
05.11.2013,Ухта-1,99.0
06.03.2016,Таганрог-1,325.0
21.05.2016,Вологда-1,102.0
11.12.2015,Балашиха-1,80.0
12.10.2015,Смоленск-2,143.0
31.10.2015,Королев-1,239.0
04.10.2016,Нахабино-1,66.0
05.02.2016,Чайковский-1,61.0
14.10.2016,Сыктывкар-2,119.0
18.09.2015,Сыктывкар-5,31.0
12.09.2014,Сыктывкар-4,32.0
07.02.2016,Челябинск-1,104.0
14.04.2014,Сыктывкар-1,167.0
15.12.2015,Новочебоксарск-1,35.0
16.12.2012,Сыктывкар-1,333.0
21.02.2016,Муром-1,91.0
18.08.2016,Альметьевск-1,101.0
18.03.2013,Челябинск-1,59.0
28.03.2015,Ростов-на-Дону-1,143.0
20.03.2016,Калуга-1,149.0
08.08.2016,Ухта-1,168.0
02.11.2015,Бугульма-1,88.0
13.01.2016,Щелково-1,19.0
29.09.2016,Майкоп-1,125.0
10.03.2015,Химки-1,40.0
02.02.2015,Самара-1,109.0
08.12.2014,Сыктывкар-3,60.0
12.12.2015,Щелково-1,42.0
28.01.2016,Ухта-1,204.0
24.09.2015,Тюмень-1,127.0
03.02.2014,Сыктывкар-1,180.0
22.06.2016,Гатчина-2,51.0
11.12.2014,Королев-1,8.0
24.05.2012,Сыктывкар-2,31.0
12.03.2016,Альметьевск-1,103.0
27.05.2016,Ульяновск-1,107.0
02.06.2015,Челябинск-1,104.0
27.10.2014,Октябрьский-1,79.0
26.07.2016,Ростов-на-Дону-3,69.0
20.12.2015,Ростов-на-Дону-1,141.0
09.03.2016,Самара-3,257.0
27.12.2014,Энгельс-1,61.0
08.02.2013,Сыктывкар-2,31.0
01.10.2016,Тольятти-1,498.0
24.07.2016,Таганрог-1,295.0
28.03.2013,Самара-1,44.0
05.06.2014,Самара-2,119.0
14.10.2016,Северск-1,103.0
27.12.2015,Новочебоксарск-1,70.0
11.03.2016,Альметьевск-1,70.0
01.10.2016,Тюмень-2,204.0
13.07.2014,Энгельс-1,41.0
13.10.2016,Уфа-1,86.0
06.06.2016,Таганрог-1,212.0
14.02.2014,Самара-1,200.0
28.09.2016,Железнодорожный-1,107.0
10.06.2016,Комсомольск-на-Амуре-1,191.0
16.10.2016,Балаково-1,111.0
13.07.2016,Смоленск-1,162.0
03.01.2016,Махачкала-1,149.0
01.05.2016,Сочи-1,76.0
03.06.2016,Энгельс-1,60.0
01.04.2016,Нефтекамск-1,53.0
11.07.2014,Челябинск-1,99.0
03.05.2016,Сыктывкар-5,25.0
15.04.2016,Всеволожск-1,61.0
16.07.2015,Ачинск-1,70.0
18.09.2014,Таганрог-1,82.0
05.01.2016,Железнодорожный-1,88.0
17.12.2015,Волжский-1,86.0
06.03.2016,Уссурийск-1,202.0
20.05.2015,Альметьевск-1,60.0
20.09.2015,Долгопрудный-1,226.0
08.04.2016,Тобольск-1,65.0
08.09.2015,Комсомольск-на-Амуре-1,39.0
05.03.2016,Домодедово-1,140.0
14.05.2016,Майкоп-1,74.0
12.10.2016,Ачинск-1,131.0
02.05.2016,Вельск-1,70.0
28.12.2015,Москва 1-1,17.0
24.11.2014,Сыктывкар-1,195.0
04.08.2016,Тюмень-1,104.0
18.06.2016,Выборг-1,109.0
08.05.2016,Благовещенск-1,39.0
03.05.2014,Сыктывкар-3,132.0
13.10.2015,Домодедово-1,29.0
11.09.2016,Ухта-1,285.0
17.06.2016,Домодедово-1,85.0
20.04.2013,Ухта-1,158.0
14.02.2014,Ульяновск-1,173.0
02.03.2014,Таганрог-1,97.0
30.09.2016,Уссурийск-1,132.0
25.05.2016,Новокуйбышевск-1,150.0
07.03.2016,Колпино-1,114.0
02.10.2016,Химки-1,128.0
17.08.2016,Альметьевск-1,62.0
21.10.2015,Майкоп-1,100.0
18.07.2015,Сарапул-1,76.0
02.09.2015,Новороссийск-1,65.0
09.12.2014,Майкоп-1,36.0
08.09.2015,Химки-1,75.0
30.05.2014,Энгельс-1,32.0
06.08.2015,Сыктывкар-2,75.0
03.10.2016,Балаково-1,54.0
07.05.2014,Красноярск-1,25.0
20.12.2012,Ухта-1,69.0
24.09.2015,Нижневартовск-1,27.0
01.03.2015,Ухта-1,271.0
16.11.2015,Сыктывкар-5,21.0
10.09.2016,Сыктывкар-6,2.0
28.01.2016,Реутов-1,68.0
25.01.2016,Самара-1,145.0
14.03.2016,Москва 1-1,31.0
25.12.2014,Сарапул-1,67.0
02.03.2014,Самара-2,156.0
29.04.2016,Смоленск-2,152.0
02.02.2016,Белгород-1,60.0
05.07.2015,Сыктывкар-3,102.0
09.10.2016,Ростов-на-Дону-3,141.0
01.12.2015,Сыктывкар-1,169.0
08.10.2016,Челябинск-2,199.0
24.01.2015,Белгород-1,150.0
12.02.2016,Зеленоград-1,84.0
21.01.2013,Белгород-1,27.0
28.06.2015,Уссурийск-1,86.0
02.02.2015,Королев-1,24.0
11.11.2015,Сыктывкар-1,187.0
06.10.2016,Бугульма-1,78.0
02.04.2016,Нефтекамск-1,45.0
10.07.2016,Майкоп-1,100.0
22.10.2015,Белгород-1,76.0
30.09.2016,Ангарск-1,81.0
29.05.2016,Смоленск-1,155.0
04.09.2014,Долгопрудный-1,84.0
31.03.2016,Сыктывкар-3,67.0
26.11.2014,Белгород-1,62.0
22.04.2013,Сарапул-1,59.0
25.02.2016,Чайковский-1,30.0
24.10.2015,Самара-3,322.0
09.10.2016,Самара-2,458.0
29.09.2015,Энгельс-1,25.0
27.05.2016,Бугульма-1,98.0
29.09.2016,Реутов-1,111.0
10.12.2014,Сыктывкар-3,83.0
25.06.2016,Тверь-1,58.0
23.06.2016,Самара-5,162.0
02.02.2016,Ухта-1,197.0
20.09.2016,Новоалтайск-1,15.0
31.08.2016,Астрахань-1,72.0
23.01.2016,Самара-4,349.0
07.08.2016,Тюмень-1,116.0
02.09.2016,Самара-5,206.0
23.05.2013,Смоленск-2,24.0
11.11.2015,Реутов-1,54.0
03.05.2015,Самара-4,204.0
06.09.2016,Калуга-1,80.0
07.12.2012,Самара-1,58.0
08.10.2015,Домодедово-1,31.0
19.10.2015,Балашиха-1,34.0
02.02.2016,Астрахань-1,55.0
22.06.2013,Смоленск-2,23.0
26.09.2015,Челябинск-1,165.0
20.06.2016,Калуга-1,120.0
21.02.2016,Зеленоград-1,112.0
01.06.2015,Нижнекамск-1,65.0
15.10.2016,Абинск-1,120.0
02.06.2015,Астрахань-1,17.0
15.09.2015,Сыктывкар-3,63.0
31.10.2015,Ульяновск-2,202.0
16.07.2015,Самара-2,239.0
11.09.2015,Нижнекамск-1,74.0
20.07.2016,Тольятти-1,243.0
14.10.2016,Ухта-2,40.0
05.12.2015,Калининград-1,128.0
08.02.2016,Уссурийск-1,55.0
13.01.2016,Октябрьский-1,93.0
12.08.2015,Мытищи-1,39.0
31.08.2016,Лениногорск-1,32.0
17.07.2016,Гатчина-2,82.0
06.01.2014,Ухта-1,162.0
27.08.2016,Ижевск-1,30.0
26.09.2015,Энгельс-1,59.0
28.07.2016,Уфа-1,73.0
15.08.2015,Ульяновск-1,82.0
09.09.2016,Зеленокумск-1,36.0
06.05.2016,Одинцово-1,144.0
23.09.2016,Реутов-1,197.0
22.11.2014,Челябинск-1,110.0
02.10.2016,Самара-4,361.0
31.07.2015,Гатчина-1,64.0
26.12.2015,Железнодорожный-1,128.0
07.04.2016,Выборг-1,55.0
08.12.2014,Сыктывкар-2,58.0
23.02.2016,Нижневартовск-1,145.0
12.04.2015,Сыктывкар-4,71.0
21.05.2015,Самара-3,174.0
18.03.2016,Калуга-1,172.0
11.03.2016,Салават-1,17.0
08.11.2012,Ухта-1,47.0
14.09.2016,Щелково-1,25.0
14.10.2016,Домодедово-1,100.0
29.05.2016,Нефтекамск-1,67.0
14.05.2016,Сыктывкар-5,61.0
11.05.2015,Смоленск-1,92.0
29.12.2015,Таганрог-1,239.0
29.05.2016,Лобня-1,138.0
08.06.2016,Тюмень-1,113.0
02.09.2015,Самара-1,107.0
02.08.2016,Лобня-1,136.0
11.07.2016,Тюмень-2,89.0
03.01.2016,Ростов-на-Дону-1,155.0
20.05.2016,Сыктывкар-4,53.0
27.05.2016,Тверь-1,100.0
09.07.2015,Гатчина-1,46.0
31.08.2015,Белгород-1,64.0
19.07.2016,Нефтекамск-1,39.0
03.03.2016,Домодедово-1,57.0
20.05.2014,Сарапул-1,55.0
29.02.2016,Комсомольск-на-Амуре-1,64.0
04.04.2015,Нижнекамск-1,42.0
22.09.2015,Чайковский-1,44.0
08.08.2016,Лениногорск-1,42.0
08.10.2016,Тверь-1,195.0
26.09.2016,Майкоп-1,76.0
09.04.2016,Лобня-1,115.0
09.04.2016,Сыктывкар-2,121.0
07.07.2015,Гатчина-1,49.0
02.03.2016,Химки-1,116.0
23.02.2016,Сыктывкар-2,203.0
04.11.2014,Челябинск-1,86.0
07.11.2015,Реутов-1,92.0
24.12.2015,Железнодорожный-1,61.0
21.09.2016,Якутск-1,93.0
10.07.2015,Новороссийск-1,21.0
23.07.2014,Октябрьский-1,63.0
31.05.2016,Гатчина-1,86.0
04.08.2016,Москва 1-1,131.0
02.04.2016,Салават-1,34.0
22.07.2016,Ленинск-Кузнецкий-1,52.0
29.08.2016,Самара-3,385.0
01.10.2016,Казань-1,233.0
01.08.2016,Калининград-2,69.0
23.08.2015,Альметьевск-1,101.0
01.07.2015,Сыктывкар-2,113.0
20.05.2016,Самара-3,427.0
20.11.2015,Бугульма-1,121.0
14.06.2016,Реутов-1,58.0
24.02.2016,Майкоп-1,79.0
21.08.2013,Самара-1,66.0
07.10.2016,Реутов-1,133.0
28.04.2014,Ульяновск-1,57.0
02.07.2015,Новороссийск-1,38.0
12.09.2016,Майкоп-1,121.0
04.08.2016,Калуга-1,161.0
17.06.2016,Ачинск-1,114.0
03.06.2015,Махачкала-1,90.0
02.08.2015,Ухта-1,218.0
22.08.2016,Гатчина-2,47.0
03.10.2016,Долгопрудный-1,145.0
24.02.2016,Домодедово-1,46.0
24.05.2013,Сарапул-1,73.0
20.06.2015,Колпино-1,42.0
19.04.2016,Сыктывкар-5,31.0
19.05.2014,Сыктывкар-2,23.0
13.06.2015,Сыктывкар-1,218.0
19.08.2016,Смоленск-1,222.0
18.12.2014,Майкоп-1,49.0
02.06.2013,Белгород-1,73.0
13.03.2014,Смоленск-1,120.0
14.07.2016,Ухта-2,46.0
05.10.2016,Ухта-1,170.0
25.10.2015,Белгород-1,80.0
12.01.2016,Октябрьский-1,89.0
10.05.2016,Махачкала-1,87.0
27.08.2016,Сургут-1,244.0
27.07.2015,Самара-3,173.0
03.09.2013,Смоленск-1,89.0
27.10.2015,Сургут-1,32.0
30.10.2015,Сыктывкар-1,279.0
27.12.2012,Челябинск-1,45.0
04.03.2016,Железнодорожный-1,177.0
19.07.2016,Калининград-2,79.0
06.07.2016,Нижневартовск-1,61.0
27.04.2014,Октябрьский-1,109.0
27.01.2014,Самара-2,100.0
28.03.2016,Нахабино-1,30.0
31.10.2015,Нахабино-1,59.0
21.07.2015,Уссурийск-1,77.0
04.03.2016,Саратов-1,196.0
19.01.2016,Сыктывкар-1,201.0
13.12.2015,Сыктывкар-5,44.0
15.06.2015,Уссурийск-1,81.0
27.03.2016,Ачинск-1,156.0
04.08.2016,Всеволожск-1,58.0
13.11.2015,Вологда-1,38.0
01.08.2016,Тольятти-1,179.0
08.06.2016,Сарапул-1,48.0
07.08.2016,Балашиха-1,189.0
03.11.2015,Балашиха-1,67.0
30.06.2016,Новочебоксарск-1,50.0
08.09.2014,Ульяновск-1,52.0
08.09.2016,Абинск-1,51.0
03.11.2015,Чайковский-1,61.0
23.02.2014,Долгопрудный-1,45.0
22.11.2015,Сыктывкар-4,116.0
09.02.2016,Самара-1,158.0
01.08.2015,Махачкала-1,151.0
09.03.2016,Ростов-на-Дону-2,97.0
28.02.2015,Тюмень-1,26.0
08.02.2016,Комсомольск-на-Амуре-1,78.0
13.08.2014,Челябинск-1,66.0
02.02.2016,Колпино-1,77.0
25.01.2014,Челябинск-1,96.0
07.02.2015,Самара-3,156.0
24.10.2014,Самара-1,206.0
02.08.2016,Вельск-1,57.0
10.10.2016,Ульяновск-1,88.0
19.09.2016,Москва 1-1,54.0
29.01.2016,Сыктывкар-2,94.0
16.10.2016,Сыктывкар-2,126.0
31.05.2015,Мытищи-1,66.0
28.07.2015,Смоленск-2,171.0
07.03.2015,Энгельс-1,91.0
31.03.2016,Химки-1,132.0
09.12.2015,Ангарск-1,28.0
12.01.2016,Новочебоксарск-1,19.0
25.06.2015,Сыктывкар-2,106.0
09.03.2016,Гатчина-2,35.0
12.01.2015,Челябинск-1,77.0
19.05.2016,Самара-4,269.0
03.07.2016,Балаково-1,78.0
22.07.2016,Тобольск-1,103.0
25.07.2015,Королев-1,83.0
10.12.2015,Нижнекамск-1,71.0
09.07.2016,Сыктывкар-3,126.0
02.10.2015,Колпино-1,75.0
18.11.2014,Сыктывкар-3,75.0
27.06.2016,Ульяновск-2,183.0
15.10.2016,Новоалтайск-1,38.0
20.03.2016,Челябинск-1,151.0
30.01.2016,Альметьевск-1,165.0
27.03.2016,Самара-4,327.0
09.10.2016,Самара-5,746.0
21.02.2016,Пушкино-1,63.0
22.07.2015,Самара-4,228.0
17.08.2015,Волжский-1,90.0
24.07.2016,Астрахань-1,81.0
22.08.2015,Нижнекамск-1,47.0
06.07.2015,Уссурийск-1,63.0
10.08.2015,Сарапул-1,75.0
12.03.2014,Челябинск-1,59.0
24.05.2016,Нижний Новгород-1,103.0
26.12.2012,Самара-1,61.0
27.04.2013,Ухта-1,167.0
24.08.2016,Колпино-1,97.0
10.08.2016,Вельск-1,55.0
10.08.2015,Белгород-1,46.0
18.04.2014,Энгельс-1,37.0
14.11.2015,Сыктывкар-6,4.0
03.08.2016,Энгельс-1,76.0
16.11.2015,Реутов-1,30.0
06.05.2016,Чайковский-1,71.0
22.10.2015,Ачинск-1,80.0
07.03.2014,Сыктывкар-2,92.0
23.09.2016,Салават-1,62.0
26.04.2015,Смоленск-2,160.0
23.09.2016,Калининград-1,123.0
07.02.2016,Смоленск-1,164.0
13.03.2015,Самара-2,233.0
27.10.2014,Сыктывкар-2,69.0
22.07.2016,Ростов-на-Дону-1,180.0
16.10.2016,Реутов-1,181.0
29.06.2016,Салават-1,35.0
21.07.2016,Махачкала-2,22.0
29.12.2015,Сыктывкар-1,337.0
01.05.2015,Махачкала-1,103.0
31.07.2016,Майкоп-1,98.0
02.01.2016,Октябрьский-1,176.0
20.09.2015,Челябинск-1,133.0
19.03.2016,Комсомольск-на-Амуре-1,166.0
30.12.2014,Ухта-1,266.0
12.01.2015,Октябрьский-1,75.0
20.02.2016,Майкоп-1,87.0
15.06.2016,Ульяновск-1,82.0
10.09.2016,Колпино-1,159.0
23.10.2014,Ухта-1,139.0
02.06.2015,Колпино-1,49.0
18.06.2016,Сургут-1,253.0
01.08.2016,Муром-1,41.0
30.08.2016,Сыктывкар-4,51.0
17.09.2014,Ухта-1,106.0
29.08.2016,Гатчина-2,82.0
23.02.2016,Самара-3,384.0
23.01.2014,Сыктывкар-2,38.0
06.09.2016,Самара-2,210.0
15.02.2016,Белгород-1,73.0
27.08.2015,Ачинск-1,81.0
29.07.2016,Серпухов-1,55.0
19.10.2016,Петрозаводск-1,64.0
27.03.2015,Ростов-на-Дону-1,125.0
20.02.2016,Комсомольск-на-Амуре-1,197.0
29.04.2016,Ленинск-Кузнецкий-1,69.0
13.11.2015,Самара-4,302.0
30.10.2015,Ульяновск-1,83.0
18.07.2016,Самара-2,229.0
27.01.2014,Сыктывкар-1,216.0
26.01.2016,Сыктывкар-2,64.0
11.06.2014,Сыктывкар-2,73.0
07.08.2015,Ухта-1,258.0
14.05.2014,Сыктывкар-1,139.0
18.10.2016,Нижний Тагил-1,106.0
29.05.2016,Балашиха-1,145.0
22.03.2015,Тюмень-1,55.0
29.04.2016,Новороссийск-1,154.0
07.11.2015,Волжский-1,148.0
15.12.2015,Сургут-1,60.0
31.07.2015,Химки-1,106.0
01.01.2013,Сарапул-1,41.0
29.05.2016,Нижнекамск-1,106.0
10.05.2016,Смоленск-2,130.0
17.07.2016,Шахты-1,75.0
28.07.2013,Сыктывкар-2,73.0
22.05.2016,Ухта-2,79.0
15.01.2015,Ульяновск-2,111.0
22.08.2016,Северск-1,35.0
05.12.2013,Сыктывкар-3,78.0
26.06.2013,Ухта-1,94.0
15.03.2016,Тольятти-1,101.0
31.03.2015,Абакан-1,69.0
05.07.2014,Абакан-1,67.0
01.04.2013,Сарапул-1,58.0
02.01.2016,Астрахань-1,57.0
10.10.2016,Муром-1,38.0
15.11.2015,Тюмень-1,137.0
03.01.2015,Октябрьский-1,97.0
24.10.2015,Ростов-на-Дону-2,115.0
29.04.2015,Сыктывкар-4,37.0
07.11.2014,Октябрьский-1,72.0
15.05.2016,Химки-1,153.0
18.10.2015,Ухта-1,293.0
24.10.2015,Одинцово-1,80.0
29.05.2016,Челябинск-2,155.0
13.06.2015,Самара-4,180.0
16.01.2016,Реутов-1,105.0
02.10.2015,Смоленск-3,62.0
21.04.2013,Сарапул-1,76.0
10.11.2014,Белгород-1,66.0
03.08.2016,Тверь-1,65.0
18.11.2015,Самара-3,188.0
15.04.2014,Самара-2,141.0
20.08.2014,Энгельс-1,29.0
01.02.2013,Самара-1,71.0
23.09.2015,Сыктывкар-2,105.0
24.04.2014,Энгельс-1,29.0
09.12.2015,Вологда-1,32.0
08.01.2013,Белгород-1,28.0
23.07.2016,Новоалтайск-1,27.0
20.09.2016,Самара-1,240.0
16.08.2016,Ленинск-Кузнецкий-1,71.0
16.10.2016,Уссурийск-1,203.0
28.02.2016,Челябинск-1,164.0
04.03.2016,Самара-1,491.0
27.07.2016,Ачинск-1,110.0
01.08.2016,Долгопрудный-1,150.0
24.07.2014,Сарапул-1,92.0
12.08.2015,Калининград-1,55.0
16.03.2016,Альметьевск-1,42.0
09.02.2016,Ростов-на-Дону-2,81.0
30.01.2016,Балашиха-1,126.0
16.05.2016,Долгопрудный-1,213.0
09.02.2015,Долгопрудный-1,113.0
08.06.2016,Новокуйбышевск-1,90.0
18.02.2016,Одинцово-1,94.0
11.10.2013,Смоленск-2,1.0
20.03.2016,Салават-1,23.0
25.02.2016,Астрахань-1,49.0
01.09.2016,Самара-3,672.0
04.04.2016,Салават-1,18.0
21.09.2016,Лобня-1,82.0
16.07.2015,Энгельс-1,44.0
25.05.2016,Вологда-1,91.0
25.06.2016,Энгельс-1,81.0
19.02.2016,Лобня-1,67.0
16.05.2016,Новочебоксарск-1,51.0
25.09.2016,Железнодорожный-1,200.0
23.03.2014,Самара-1,84.0
28.06.2015,Альметьевск-1,68.0
24.04.2015,Самара-2,228.0
14.05.2016,Таганрог-1,301.0
12.01.2016,Сыктывкар-3,100.0
07.09.2015,Тюмень-1,80.0
12.07.2015,Челябинск-1,100.0
11.07.2013,Самара-1,79.0
17.10.2016,Ленинск-Кузнецкий-1,37.0
06.05.2016,Сыктывкар-3,120.0
26.11.2015,Ухта-1,170.0
30.05.2013,Сарапул-1,61.0
28.01.2016,Одинцово-1,72.0
25.06.2016,Октябрьский-1,107.0
30.04.2012,Сыктывкар-1,129.0
04.08.2015,Волжский-1,71.0
10.03.2016,Таганрог-1,178.0
12.03.2016,Абакан-1,62.0
29.11.2015,Чайковский-1,55.0
09.09.2013,Смоленск-1,61.0
29.12.2015,Бугульма-1,108.0
17.09.2015,Мытищи-1,45.0
01.01.2014,Самара-1,77.0
17.10.2016,Ухта-1,153.0
09.01.2016,Сургут-1,129.0
17.10.2016,Ханты-Мансийск-1,80.0
30.11.2013,Сыктывкар-2,58.0
31.12.2015,Колпино-1,54.0
29.06.2013,Смоленск-1,122.0
12.09.2016,Шахты-1,41.0
03.07.2014,Сыктывкар-2,39.0
23.11.2014,Сыктывкар-2,95.0
05.07.2016,Тюмень-2,93.0
31.07.2014,Энгельс-1,42.0
14.04.2016,Выборг-1,58.0
03.05.2014,Таганрог-1,130.0
22.08.2015,Чайковский-1,74.0
08.06.2015,Самара-4,139.0
01.06.2014,Сыктывкар-3,153.0
23.08.2014,Сыктывкар-4,103.0
05.04.2015,Самара-4,132.0
11.08.2016,Сыктывкар-6,8.0
25.08.2014,Сыктывкар-1,211.0
26.11.2015,Нахабино-1,20.0
09.08.2015,Самара-4,268.0
17.12.2015,Долгопрудный-1,201.0
17.09.2016,Самара-2,572.0
07.09.2012,Сыктывкар-1,345.0
05.10.2014,Самара-1,140.0
09.10.2016,Шахты-1,64.0
30.03.2016,Березники-1,69.0
18.06.2016,Одинцово-1,191.0
26.06.2016,Гатчина-2,57.0
27.02.2016,Домодедово-1,165.0
19.10.2016,Волжский-1,86.0
29.10.2012,Сыктывкар-1,225.0
03.08.2015,Долгопрудный-1,103.0
05.07.2014,Таганрог-1,130.0
23.07.2016,Ухта-2,67.0
12.07.2016,Всеволожск-1,64.0
25.09.2016,Сургут-1,216.0
03.01.2015,Смоленск-3,192.0
15.04.2016,Пушкино-1,90.0
25.12.2015,Сыктывкар-6,8.0
15.11.2014,Сыктывкар-2,147.0
08.02.2016,Октябрьский-1,71.0
29.08.2016,Тверь-1,122.0
05.06.2016,Чайковский-1,88.0
28.01.2016,Белгород-1,68.0
17.10.2016,Серпухов-1,75.0
04.06.2016,Балашиха-1,173.0
