Date,Point,Count
30.07.2016,Ульяновск-1,124
12.02.2015,Ростов-на-Дону-1,59
14.10.2015,Вологда-1,29
19.05.2015,Нижнекамск-1,31
05.11.2015,Октябрьский-1,82
01.06.2016,Гатчина-1,99
05.06.2016,Новокуйбышевск-1,109
30.08.2016,Сыктывкар-4,51
30.07.2016,Серпухов-1,68
21.06.2016,Таганрог-1,255
26.12.2015,Уссурийск-1,199
01.11.2013,Челябинск-1,78
24.06.2016,Ростов-на-Дону-1,188
10.07.2016,Ростов-на-Дону-1,149
21.06.2016,Красногорск-1,32
29.06.2015,Астрахань-1,17
08.07.2015,Муром-1,49
19.09.2016,Альметьевск-1,56
29.08.2015,Колпино-1,587
04.11.2014,Ульяновск-2,77
09.02.2016,Москва 1-1,65
19.02.2016,Смоленск-1,205
16.08.2012,Ухта-1,74
25.12.2015,Ухта-1,320
20.09.2016,Сарапул-1,53
19.07.2015,Ульяновск-2,149
19.01.2016,Бугульма-1,45
11.04.2015,Белгород-1,87
16.04.2015,Самара-2,148
25.05.2016,Щелково-1,31
07.01.2013,Смоленск-1,136
08.02.2016,Сыктывкар-4,16
10.11.2014,Октябрьский-1,58
26.04.2015,Уссурийск-1,106
02.08.2014,Сыктывкар-4,70
24.08.2014,Сыктывкар-3,132
10.09.2016,Всеволожск-1,133
13.11.2014,Самара-1,95
09.07.2016,Красногорск-1,56
26.08.2016,Нахабино-1,97
09.06.2015,Майкоп-1,80
08.06.2016,Балаково-1,71
13.09.2016,Таганрог-1,195
23.08.2014,Белгород-1,130
03.03.2014,Сыктывкар-4,29
29.05.2016,Сарапул-1,81
31.10.2013,Сыктывкар-2,35
15.10.2015,Абакан-1,44
06.02.2016,Белгород-1,124
26.04.2015,Таганрог-1,182
29.02.2016,Самара-4,233
09.09.2016,Ленинск-Кузнецкий-1,62
18.07.2016,Гатчина-1,91
08.06.2016,Сыктывкар-5,41
11.09.2016,Калуга-1,144
26.07.2016,Калининград-1,125
20.02.2012,Сыктывкар-1,99
08.08.2015,Мытищи-1,56
11.06.2016,Ухта-1,376
06.11.2015,Калининград-1,97
13.08.2015,Сыктывкар-5,35
16.03.2016,Москва 1-1,61
15.04.2016,Зеленоград-1,144
19.01.2015,Энгельс-1,30
11.11.2015,Комсомольск-на-Амуре-1,63
21.07.2016,Нижнекамск-1,88
15.10.2015,Ульяновск-2,164
14.03.2016,Нахабино-1,18
19.02.2016,Тюмень-1,133
12.07.2016,Москва 1-1,85
05.07.2014,Октябрьский-1,85
19.08.2016,Электросталь-1,99
28.06.2015,Смоленск-1,145
08.08.2016,Абакан-1,66
31.05.2016,Смоленск-3,66
01.09.2016,Майкоп-1,268
31.08.2015,Королев-1,82
09.02.2016,Бугульма-1,52
10.10.2016,Долгопрудный-1,180
11.08.2016,Сыктывкар-1,179
22.12.2015,Смоленск-3,49
21.03.2015,Долгопрудный-1,254
20.01.2016,Уссурийск-1,49
17.07.2016,Челябинск-1,120
28.06.2015,Белгород-1,74
18.07.2016,Петрозаводск-1,34
14.11.2012,Ухта-1,60
03.12.2014,Энгельс-1,29
19.07.2016,Вельск-1,65
25.12.2015,Самара-4,473
04.08.2016,Смоленск-1,172
07.02.2013,Сыктывкар-1,227
01.02.2015,Самара-3,168
01.09.2016,Калуга-1,230
21.01.2016,Челябинск-1,110
29.03.2014,Челябинск-1,111
04.01.2016,Ульяновск-1,179
30.05.2015,Самара-2,236
03.07.2015,Ачинск-1,27
18.03.2016,Нижнекамск-1,95
07.08.2015,Долгопрудный-1,179
29.12.2015,Октябрьский-1,151
26.07.2016,Благовещенск-1,58
01.10.2016,Тюмень-2,204
14.02.2014,Сыктывкар-3,230
24.04.2015,Смоленск-3,80
12.08.2016,Сургут-1,233
24.12.2015,Ростов-на-Дону-2,89
31.05.2015,Октябрьский-1,65
14.06.2015,Тюмень-1,82
12.05.2015,Октябрьский-1,72
06.07.2015,Бугульма-1,39
08.12.2013,Самара-1,102
20.08.2012,Сыктывкар-1,269
11.04.2016,Октябрьский-1,67
01.06.2015,Новороссийск-1,36
16.08.2016,Калининград-1,106
29.08.2016,Нижнекамск-1,61
23.09.2016,Волжский-1,106
30.07.2015,Уссурийск-1,74
23.09.2015,Энгельс-1,33
12.09.2016,Железнодорожный-1,96
26.04.2016,Таганрог-1,132
10.07.2016,Казань-1,121
28.06.2015,Смоленск-2,137
26.09.2014,Сыктывкар-4,45
15.02.2015,Самара-1,120
28.05.2015,Ачинск-1,31
07.03.2016,Сургут-1,194
13.06.2016,Березники-1,69
13.08.2015,Белгород-1,87
14.02.2016,Таганрог-1,406
12.10.2015,Альметьевск-1,48
05.06.2013,Сыктывкар-2,22
30.05.2013,Смоленск-1,85
02.11.2015,Домодедово-1,49
14.01.2016,Бугульма-1,83
06.10.2016,Вологда-1,56
25.08.2014,Самара-2,125
05.05.2016,Белгород-1,63
06.09.2016,Альметьевск-1,57
11.07.2012,Сыктывкар-2,16
29.08.2016,Сургут-1,202
23.02.2016,Волжский-1,168
11.10.2016,Калининград-2,74
25.09.2014,Ухта-1,87
04.01.2016,Сыктывкар-4,125
28.06.2016,Нижний Новгород-1,16
04.10.2014,Самара-1,220
05.07.2016,Сарапул-1,60
23.03.2016,Калининград-1,84
11.10.2015,Сарапул-1,74
03.09.2016,Королев-1,166
04.10.2016,Ухта-2,36
12.10.2015,Муром-1,42
28.06.2012,Сыктывкар-2,35
31.03.2016,Нижневартовск-1,30
30.03.2015,Гатчина-1,44
23.09.2015,Новороссийск-1,62
19.10.2016,Екатеринбург-1,78
15.02.2016,Гатчина-1,64
15.10.2015,Сыктывкар-6,1
27.08.2015,Смоленск-2,142
28.05.2015,Смоленск-1,123
01.01.2015,Самара-1,90
13.03.2016,Смоленск-1,198
09.08.2016,Нижнекамск-1,71
19.07.2016,Сыктывкар-1,151
25.11.2013,Сарапул-1,55
11.08.2016,Абакан-1,64
19.07.2015,Березники-1,51
13.04.2016,Березники-1,81
20.04.2015,Челябинск-1,78
04.09.2015,Ухта-1,257
23.05.2016,Тюмень-1,155
19.07.2015,Гатчина-1,58
22.04.2015,Энгельс-1,47
19.05.2016,Сыктывкар-1,172
24.04.2016,Тольятти-1,225
07.10.2016,Калуга-1,164
16.03.2016,Шахты-1,42
26.05.2015,Ульяновск-2,116
23.09.2015,Уссурийск-1,72
16.07.2016,Якутск-1,63
13.07.2014,Ульяновск-1,72
03.10.2015,Ростов-на-Дону-1,130
23.06.2015,Энгельс-1,37
11.01.2016,Мытищи-1,46
01.10.2016,Дмитров-1,39
30.12.2015,Зеленоград-1,66
15.07.2013,Челябинск-1,47
07.10.2015,Октябрьский-1,67
17.10.2016,Тобольск-1,60
14.11.2015,Домодедово-1,114
22.07.2012,Сыктывкар-1,239
24.07.2012,Ухта-1,27
24.12.2015,Сыктывкар-3,108
18.11.2013,Самара-2,54
03.03.2015,Бугульма-1,30
12.10.2016,Новокуйбышевск-1,93
04.06.2015,Ухта-1,185
20.06.2016,Абакан-1,62
11.07.2016,Нижнекамск-1,77
25.11.2014,Сыктывкар-2,57
07.02.2016,Щелково-1,27
19.03.2016,Сыктывкар-4,127
03.08.2016,Смоленск-1,150
31.10.2015,Чайковский-1,77
11.04.2016,Ачинск-1,65
07.03.2015,Ухта-1,362
15.03.2016,Всеволожск-1,31
16.03.2016,Железнодорожный-1,61
09.02.2016,Мытищи-1,54
22.12.2015,Ачинск-1,75
05.06.2014,Октябрьский-1,69
06.05.2014,Сыктывкар-1,167
21.06.2016,Уссурийск-1,162
01.08.2016,Ленинск-Кузнецкий-1,62
21.02.2016,Ульяновск-2,266
16.09.2015,Нижневартовск-1,15
05.07.2015,Волжский-1,63
16.03.2016,Колпино-1,69
03.10.2016,Челябинск-1,135
16.03.2016,Калуга-1,97
12.12.2015,Самара-4,332
13.03.2016,Вологда-1,77
25.04.2016,Самара-3,195
15.02.2016,Калининград-1,74
07.11.2012,Сыктывкар-1,279
11.04.2016,Калининград-1,74
05.05.2016,Нефтекамск-1,34
11.03.2016,Ленинск-Кузнецкий-1,45
28.07.2016,Балаково-1,107
02.05.2016,Калининград-2,98
02.09.2016,Зеленокумск-1,36
15.06.2016,Астрахань-1,45
15.02.2015,Химки-1,50
02.02.2016,Бугульма-1,56
28.11.2012,Сарапул-1,29
27.11.2015,Бугульма-1,97
13.12.2015,Смоленск-2,165
02.08.2016,Смоленск-1,169
24.11.2015,Саратов-1,80
29.04.2013,Смоленск-2,9
04.11.2014,Октябрьский-1,95
11.04.2016,Смоленск-2,142
18.11.2015,Калининград-1,72
25.10.2012,Смоленск-1,70
15.10.2016,Сыктывкар-1,359
24.06.2016,Москва 1-1,128
14.06.2013,Самара-1,78
26.04.2016,Ростов-на-Дону-2,116
13.09.2013,Самара-1,94
29.11.2013,Самара-1,142
08.04.2014,Долгопрудный-1,65
07.07.2016,Майкоп-1,119
07.03.2013,Белгород-1,75
19.07.2016,Березники-1,99
15.08.2014,Абакан-1,60
21.08.2016,Ухта-1,256
16.05.2016,Ачинск-1,85
14.02.2016,Самара-1,453
09.02.2016,Таганрог-1,174
06.04.2015,Ульяновск-1,39
05.09.2015,Калининград-1,144
01.06.2014,Красноярск-1,27
07.12.2015,Ульяновск-1,54
26.11.2015,Смоленск-2,99
22.01.2016,Чайковский-1,66
17.06.2015,Березники-1,20
27.08.2016,Ленинск-Кузнецкий-1,58
18.10.2016,Абакан-1,32
22.07.2016,Нефтекамск-1,50
03.10.2016,Сыктывкар-6,2
08.12.2015,Комсомольск-на-Амуре-1,53
03.10.2016,Раменское-1,29
07.08.2016,Сыктывкар-4,65
17.03.2016,Ханты-Мансийск-1,26
17.09.2016,Новочебоксарск-1,60
17.12.2015,Новочебоксарск-1,28
27.12.2014,Ростов-на-Дону-1,91
10.07.2016,Новороссийск-1,204
30.08.2015,Долгопрудный-1,245
07.09.2013,Сарапул-1,102
05.12.2015,Ангарск-1,67
07.01.2015,Белгород-1,122
17.07.2016,Нижний Новгород-1,108
20.09.2015,Сыктывкар-3,150
01.06.2016,Железнодорожный-1,121
21.09.2015,Сарапул-1,45
15.08.2016,Смоленск-1,192
17.04.2016,Нефтекамск-1,59
15.08.2016,Москва 1-5,17
13.07.2016,Казань-1,95
25.09.2016,Якутск-1,113
03.08.2016,Тольятти-1,182
17.10.2015,Сыктывкар-1,383
25.12.2015,Щелково-1,20
10.03.2016,Новороссийск-1,82
13.03.2014,Самара-2,109
28.12.2015,Сыктывкар-4,63
12.01.2016,Чайковский-1,53
16.07.2015,Уссурийск-1,111
13.02.2016,Смоленск-1,365
08.09.2013,Ухта-1,133
23.02.2016,Пушкино-1,59
03.11.2015,Сыктывкар-5,65
01.02.2015,Сарапул-1,99
20.01.2015,Сыктывкар-1,181
13.04.2015,Долгопрудный-1,123
01.08.2016,Самара-2,221
16.09.2015,Ульяновск-1,67
31.08.2016,Уссурийск-1,197
30.06.2016,Москва 1-1,131
05.01.2016,Самара-1,270
16.07.2016,Гатчина-1,148
16.10.2016,Тольятти-1,390
16.10.2016,Дмитров-1,128
08.05.2013,Ухта-1,163
28.11.2015,Сыктывкар-3,144
15.01.2015,Ростов-на-Дону-1,70
18.08.2016,Чайковский-1,67
09.03.2016,Пушкино-1,28
03.07.2016,Ростов-на-Дону-3,62
28.06.2016,Березники-1,71
25.05.2016,Нижневартовск-1,110
27.05.2016,Абакан-1,71
16.08.2016,Самара-5,215
19.04.2015,Таганрог-1,167
11.07.2015,Уссурийск-1,93
04.10.2016,Екатеринбург-1,88
21.05.2016,Калининград-1,119
16.05.2016,Смоленск-2,154
12.06.2016,Салават-1,34
20.09.2016,Лениногорск-1,25
31.08.2016,Химки-1,158
06.07.2016,Ульяновск-1,69
03.06.2016,Октябрьский-1,123
09.02.2015,Сыктывкар-2,55
04.06.2016,Зеленоград-1,213
28.02.2014,Ульяновск-1,92
08.08.2014,Сыктывкар-1,327
16.08.2016,Лобня-1,121
24.09.2016,Колпино-1,164
28.03.2015,Смоленск-1,164
29.04.2015,Сыктывкар-4,37
07.09.2015,Самара-1,124
02.09.2013,Сыктывкар-1,320
14.11.2015,Новороссийск-1,129
16.10.2016,Зеленокумск-1,35
26.09.2016,Абинск-1,45
12.09.2016,Астрахань-1,45
28.08.2014,Челябинск-1,83
06.05.2016,Тобольск-1,63
10.05.2016,Москва 1-1,91
29.02.2016,Самара-1,137
24.05.2016,Новороссийск-1,212
25.02.2016,Ростов-на-Дону-1,109
25.12.2015,Новочебоксарск-1,40
18.02.2016,Челябинск-2,76
28.08.2015,Бугульма-1,150
18.09.2014,Сыктывкар-1,194
11.09.2015,Самара-4,254
14.06.2015,Ульяновск-2,115
01.01.2016,Ростов-на-Дону-1,90
30.05.2016,Сарапул-1,66
04.03.2016,Энгельс-1,117
25.05.2014,Сыктывкар-2,57
25.02.2016,Ростов-на-Дону-2,90
04.02.2016,Салават-1,13
09.12.2012,Смоленск-1,85
02.05.2016,Ростов-на-Дону-1,123
18.05.2014,Энгельс-1,21
14.10.2015,Самара-1,149
13.05.2015,Смоленск-2,116
11.02.2016,Одинцово-1,58
21.05.2016,Тюмень-1,187
01.01.2016,Самара-3,188
18.05.2015,Бугульма-1,38
30.05.2016,Долгопрудный-1,174
24.01.2014,Самара-1,165
27.12.2015,Калининград-1,143
23.05.2016,Березники-1,74
06.05.2016,Щелково-1,45
05.08.2015,Химки-1,64
08.02.2015,Сыктывкар-4,79
09.07.2015,Ростов-на-Дону-1,73
24.01.2015,Сарапул-1,120
20.02.2016,Калининград-1,123
12.02.2016,Одинцово-1,118
23.05.2016,Петрозаводск-1,32
26.06.2016,Химки-1,126
18.10.2015,Сыктывкар-2,125
14.08.2016,Ростов-на-Дону-1,183
27.04.2016,Сургут-1,171
15.05.2015,Волжский-1,3
01.10.2015,Нижнекамск-1,57
19.12.2012,Сыктывкар-1,249
29.10.2014,Ульяновск-2,64
09.10.2012,Смоленск-1,72
06.09.2016,Щелково-1,37
21.05.2015,Химки-1,72
16.03.2014,Сыктывкар-4,122
20.11.2015,Одинцово-1,105
01.05.2015,Таганрог-1,224
12.10.2016,Махачкала-2,28
21.04.2013,Самара-1,78
29.01.2013,Сыктывкар-1,243
20.11.2015,Смоленск-2,209
13.01.2016,Смоленск-3,38
09.06.2016,Казань-1,144
27.03.2016,Самара-1,249
27.09.2014,Октябрьский-1,105
30.08.2013,Сыктывкар-2,45
30.05.2014,Сарапул-1,77
23.05.2013,Белгород-1,52
18.10.2015,Волжский-1,138
14.11.2013,Сыктывкар-2,27
12.05.2016,Ульяновск-2,191
16.10.2015,Ульяновск-1,125
15.04.2014,Сыктывкар-1,181
20.09.2015,Ачинск-1,115
08.01.2016,Сыктывкар-3,132
04.02.2016,Альметьевск-1,44
11.03.2016,Зеленоград-1,109
12.06.2012,Сыктывкар-1,226
16.03.2016,Новороссийск-1,70
07.10.2011,Сыктывкар-1,88
25.08.2016,Тюмень-2,134
25.04.2012,Сыктывкар-1,136
22.10.2015,Сыктывкар-4,45
12.10.2016,Ухта-2,45
26.07.2016,Пушкино-1,60
26.09.2016,Белгород-1,73
24.10.2014,Сыктывкар-2,94
08.05.2014,Долгопрудный-1,73
11.02.2016,Уссурийск-1,82
15.12.2014,Таганрог-1,83
01.09.2014,Смоленск-1,280
02.03.2016,Ульяновск-2,148
06.06.2015,Колпино-1,46
24.04.2016,Балашиха-1,171
16.06.2016,Гатчина-1,87
02.08.2014,Челябинск-1,79
23.09.2015,Мытищи-1,36
21.07.2015,Самара-4,179
25.02.2015,Ростов-на-Дону-1,85
29.11.2015,Колпино-1,121
28.07.2016,Ленинск-Кузнецкий-1,68
05.01.2015,Сыктывкар-3,113
08.07.2015,Альметьевск-1,77
11.02.2016,Ростов-на-Дону-1,114
19.06.2015,Ростов-на-Дону-1,92
08.08.2015,Чайковский-1,26
15.06.2016,Белгород-1,72
18.02.2015,Королев-1,22
25.03.2015,Ульяновск-2,84
31.10.2015,Вологда-1,60
28.06.2016,Ленинск-Кузнецкий-1,55
25.06.2016,Сыктывкар-3,154
21.06.2016,Ангарск-1,49
24.05.2016,Махачкала-1,78
13.03.2015,Самара-1,148
02.02.2014,Челябинск-1,50
18.04.2014,Таганрог-1,111
15.06.2016,Майкоп-1,140
09.04.2014,Самара-1,70
05.11.2015,Домодедово-1,47
22.02.2016,Ростов-на-Дону-1,132
08.07.2015,Ростов-на-Дону-1,65
12.02.2016,Сыктывкар-1,326
08.07.2015,Нижнекамск-1,74
10.10.2016,Ленинск-Кузнецкий-1,42
13.04.2015,Химки-1,68
09.04.2016,Энгельс-1,77
26.08.2016,Гатчина-1,134
06.04.2014,Смоленск-1,151
16.07.2016,Пушкино-1,116
30.01.2015,Нижнекамск-1,16
31.03.2016,Муром-1,52
24.04.2014,Сыктывкар-2,26
07.01.2016,Сыктывкар-2,117
15.05.2016,Чайковский-1,92
04.08.2015,Сыктывкар-4,93
16.02.2015,Тюмень-1,6
11.07.2015,Махачкала-1,110
05.04.2014,Самара-1,142
26.07.2016,Долгопрудный-1,157
20.10.2012,Сыктывкар-2,50
27.01.2016,Зеленоград-1,31
23.05.2016,Салават-1,13
20.07.2016,Тольятти-1,243
06.11.2015,Челябинск-1,128
07.07.2016,Новокуйбышевск-1,79
30.09.2016,Таганрог-1,247
06.09.2014,Сыктывкар-2,132
25.09.2016,Раменское-1,91
02.05.2016,Смоленск-3,112
14.10.2016,Абакан-1,66
01.12.2015,Волжский-1,27
22.05.2016,Гатчина-1,166
20.07.2016,Смоленск-3,86
13.09.2016,Ижевск-1,18
18.12.2015,Зеленоград-1,51
02.09.2015,Бугульма-1,56
25.09.2016,Колпино-1,140
12.01.2016,Балашиха-1,65
01.08.2015,Химки-1,95
08.08.2016,Выборг-1,56
23.09.2016,Ханты-Мансийск-1,130
05.06.2015,Абакан-1,63
14.10.2016,Пушкино-1,119
03.05.2014,Смоленск-1,169
29.07.2016,Щелково-1,29
06.10.2016,Калининград-1,97
23.11.2014,Таганрог-1,148
07.09.2016,Химки-1,132
06.04.2016,Казань-1,79
06.07.2014,Долгопрудный-1,129
27.10.2015,Химки-1,78
22.05.2015,Сарапул-1,59
06.12.2013,Сарапул-1,82
14.08.2016,Тобольск-1,76
27.07.2015,Сыктывкар-4,58
01.08.2016,Самара-5,144
23.06.2015,Астрахань-1,23
16.11.2014,Долгопрудный-1,172
27.05.2014,Долгопрудный-1,34
29.04.2016,Тверь-1,49
03.07.2015,Сыктывкар-5,22
06.10.2016,Ханты-Мансийск-1,84
11.06.2016,Самара-3,323
24.08.2015,Сарапул-1,67
11.04.2014,Сыктывкар-2,54
11.01.2013,Челябинск-1,33
19.07.2015,Челябинск-1,106
23.05.2015,Махачкала-1,99
10.09.2016,Абакан-1,90
07.02.2016,Новочебоксарск-1,63
29.08.2014,Красноярск-1,23
10.08.2016,Новочебоксарск-1,62
05.10.2015,Альметьевск-1,38
30.06.2016,Тверь-1,43
19.07.2015,Сыктывкар-4,89
01.09.2014,Сыктывкар-2,236
16.06.2016,Уссурийск-1,132
17.04.2016,Березники-1,83
03.09.2015,Смоленск-3,33
07.06.2015,Майкоп-1,64
19.12.2015,Смоленск-3,125
22.04.2015,Сыктывкар-1,148
28.07.2015,Сыктывкар-4,62
07.09.2014,Сыктывкар-2,108
03.07.2016,Ангарск-1,78
24.08.2015,Махачкала-1,139
24.03.2015,Смоленск-1,73
01.05.2014,Смоленск-1,181
24.06.2016,Самара-2,350
12.07.2015,Ульяновск-1,99
29.06.2015,Ухта-1,156
25.04.2015,Ухта-1,312
23.10.2015,Долгопрудный-1,250
01.08.2013,Смоленск-2,2
22.12.2015,Балашиха-1,48
26.09.2016,Сыктывкар-4,29
24.08.2016,Москва 1-5,52
18.08.2015,Самара-4,194
27.03.2016,Сыктывкар-3,151
12.07.2013,Челябинск-1,60
30.06.2014,Белгород-1,64
22.08.2014,Сыктывкар-3,143
09.08.2016,Гатчина-2,50
03.07.2016,Махачкала-2,12
22.08.2015,Ачинск-1,114
08.04.2016,Самара-3,364
01.11.2015,Сыктывкар-1,250
10.05.2016,Ангарск-1,42
12.07.2013,Самара-1,96
14.06.2014,Сыктывкар-3,116
20.09.2013,Челябинск-1,90
16.06.2016,Красногорск-1,36
26.11.2012,Ухта-1,69
22.05.2016,Октябрьский-1,127
16.02.2016,Балашиха-1,42
17.10.2016,Обнинск-1,78
24.04.2016,Ачинск-1,129
03.10.2015,Смоленск-1,212
23.09.2016,Октябрьский-1,83
08.10.2015,Смоленск-3,38
18.11.2013,Сыктывкар-1,222
24.08.2015,Нижневартовск-1,29
15.04.2015,Таганрог-1,123
23.03.2016,Ленинск-Кузнецкий-1,30
07.01.2016,Зеленоград-1,34
19.05.2015,Уссурийск-1,71
05.06.2015,Колпино-1,29
22.12.2015,Самара-1,188
13.08.2014,Сыктывкар-2,96
09.07.2016,Сарапул-1,95
19.06.2015,Майкоп-1,98
26.07.2014,Сыктывкар-2,101
29.09.2016,Энгельс-1,44
10.05.2016,Уссурийск-1,129
19.03.2015,Ульяновск-2,82
22.08.2014,Абакан-1,87
04.01.2015,Гатчина-1,21
11.04.2016,Сыктывкар-1,156
01.11.2013,Сыктывкар-1,346
11.06.2016,Ульяновск-2,265
02.08.2015,Уссурийск-1,108
28.12.2015,Гатчина-1,114
10.10.2016,Нижний Тагил-1,92
11.10.2014,Сыктывкар-1,301
19.04.2016,Выборг-1,33
14.08.2016,Ростов-на-Дону-3,133
14.06.2016,Одинцово-1,184
19.09.2012,Смоленск-1,56
24.03.2015,Королев-1,86
22.08.2016,Нефтеюганск-1,53
20.04.2015,Сыктывкар-1,134
11.12.2015,Новороссийск-1,122
14.11.2015,Абакан-1,94
12.09.2015,Белгород-1,126
02.03.2016,Челябинск-2,81
04.08.2013,Челябинск-1,48
15.09.2015,Комсомольск-на-Амуре-1,46
25.08.2014,Ульяновск-2,28
25.01.2016,Сыктывкар-1,256
20.08.2015,Таганрог-1,110
26.09.2016,Всеволожск-1,74
14.06.2016,Нижневартовск-1,49
09.10.2016,Салават-1,26
13.11.2015,Бугульма-1,127
01.06.2015,Смоленск-1,134
29.01.2016,Лобня-1,71
20.03.2016,Ухта-1,276
29.07.2016,Балаково-1,106
06.06.2015,Сыктывкар-2,125
03.12.2015,Калининград-1,79
27.02.2016,Гатчина-1,163
29.03.2015,Королев-1,106
03.10.2016,Тюмень-1,134
26.02.2016,Лобня-1,47
14.01.2016,Смоленск-1,158
06.03.2016,Смоленск-3,205
20.09.2016,Тобольск-1,58
15.05.2015,Долгопрудный-1,250
21.11.2015,Сыктывкар-1,286
21.07.2015,Майкоп-1,71
23.04.2015,Самара-3,135
16.02.2016,Березники-1,69
16.10.2015,Абакан-1,63
21.07.2016,Лобня-1,117
14.10.2016,Сыктывкар-2,119
10.09.2014,Абакан-1,39
26.04.2016,Астрахань-1,47
13.02.2016,Майкоп-1,80
17.01.2016,Смоленск-3,116
22.04.2013,Челябинск-1,76
24.05.2016,Абакан-1,54
03.03.2015,Нижнекамск-1,8
18.03.2016,Махачкала-1,123
17.01.2016,Сыктывкар-1,323
16.12.2015,Королев-1,81
19.11.2015,Ухта-1,162
24.09.2015,Альметьевск-1,99
01.08.2014,Челябинск-1,91
27.08.2016,Красногорск-1,119
14.01.2013,Сарапул-1,36
23.10.2015,Новороссийск-1,94
15.07.2016,Ухта-2,59
10.09.2014,Октябрьский-1,71
27.06.2016,Ленинск-Кузнецкий-1,42
16.10.2016,Уфа-1,106
11.09.2015,Химки-1,135
16.02.2016,Сыктывкар-4,33
07.01.2015,Сарапул-1,68
09.07.2015,Белгород-1,43
14.11.2015,Энгельс-1,87
26.12.2015,Нижневартовск-1,123
16.01.2016,Одинцово-1,113
11.08.2016,Нижневартовск-1,66
15.02.2015,Гатчина-1,61
09.04.2016,Нижнекамск-1,122
08.06.2016,Мытищи-1,59
11.04.2015,Самара-1,113
03.01.2015,Гатчина-1,14
01.11.2014,Сыктывкар-4,105
12.06.2016,Москва 1-1,149
01.11.2014,Самара-1,133
03.10.2012,Ухта-1,59
20.12.2015,Березники-1,110
25.07.2015,Муром-1,81
08.05.2014,Таганрог-1,135
14.11.2014,Сыктывкар-2,97
07.04.2013,Сарапул-1,46
02.10.2016,Москва 1-3,41
08.05.2016,Нижнекамск-1,93
01.10.2016,Самара-2,621
04.03.2014,Смоленск-1,114
27.05.2016,Вологда-1,88
26.06.2016,Нижний Новгород-1,93
28.12.2015,Астрахань-1,56
04.06.2016,Гатчина-1,182
20.04.2015,Смоленск-2,113
19.06.2015,Абакан-1,66
12.09.2014,Сыктывкар-4,32
09.02.2013,Сыктывкар-2,67
26.07.2015,Сарапул-1,93
27.11.2015,Щелково-1,20
20.05.2016,Комсомольск-на-Амуре-1,142
