Count,Date,IsTrain,IsTest
267,2012-08-29,1,0
29,2012-08-29,1,0
8,2012-08-29,1,0
123,2012-08-30,1,0
296,2012-08-30,1,0
30,2012-08-30,1,0
3,2012-08-30,1,0
401,2012-08-31,1,0
179,2012-08-31,1,0
71,2012-08-31,1,0
43,2012-08-31,1,0
85,2012-09-01,1,0
68,2012-09-01,1,0
132,2012-09-01,1,0
509,2012-09-01,1,0
62,2012-09-02,1,0
102,2012-09-02,1,0
289,2012-09-02,1,0
15,2012-09-02,1,0
55,2012-09-03,1,0
205,2012-09-03,1,0
53,2012-09-03,1,0
10,2012-09-03,1,0
18,2012-09-04,1,0
197,2012-09-04,1,0
68,2012-09-04,1,0
48,2012-09-04,1,0
56,2012-09-05,1,0
237,2012-09-05,1,0
14,2012-09-05,1,0
85,2012-09-05,1,0
55,2012-09-06,1,0
22,2012-09-06,1,0
198,2012-09-06,1,0
71,2012-09-06,1,0
95,2012-09-07,1,0
26,2012-09-07,1,0
345,2012-09-07,1,0
123,2012-09-07,1,0
36,2012-09-08,1,0
345,2012-09-08,1,0
109,2012-09-08,1,0
75,2012-09-08,1,0
291,2012-09-09,1,0
68,2012-09-09,1,0
92,2012-09-09,1,0
27,2012-09-09,1,0
72,2012-09-10,1,0
205,2012-09-10,1,0
69,2012-09-10,1,0
25,2012-09-10,1,0
236,2012-09-11,1,0
77,2012-09-11,1,0
57,2012-09-11,1,0
17,2012-09-11,1,0
15,2012-09-12,1,0
250,2012-09-12,1,0
72,2012-09-12,1,0
75,2012-09-12,1,0
211,2012-09-13,1,0
14,2012-09-13,1,0
56,2012-09-13,1,0
73,2012-09-13,1,0
72,2012-09-14,1,0
122,2012-09-14,1,0
337,2012-09-14,1,0
28,2012-09-14,1,0
42,2012-09-15,1,0
98,2012-09-15,1,0
143,2012-09-15,1,0
400,2012-09-15,1,0
313,2012-09-16,1,0
31,2012-09-16,1,0
103,2012-09-16,1,0
70,2012-09-16,1,0
207,2012-09-17,1,0
26,2012-09-17,1,0
68,2012-09-17,1,0
46,2012-09-17,1,0
55,2012-09-18,1,0
18,2012-09-18,1,0
202,2012-09-18,1,0
79,2012-09-18,1,0
18,2012-09-19,1,0
56,2012-09-19,1,0
60,2012-09-19,1,0
216,2012-09-19,1,0
56,2012-09-20,1,0
16,2012-09-20,1,0
66,2012-09-20,1,0
241,2012-09-20,1,0
309,2012-09-21,1,0
32,2012-09-21,1,0
68,2012-09-21,1,0
111,2012-09-21,1,0
98,2012-09-22,1,0
44,2012-09-22,1,0
101,2012-09-22,1,0
372,2012-09-22,1,0
75,2012-09-23,1,0
341,2012-09-23,1,0
29,2012-09-23,1,0
79,2012-09-23,1,0
14,2012-09-24,1,0
75,2012-09-24,1,0
75,2012-09-24,1,0
194,2012-09-24,1,0
48,2012-09-25,1,0
98,2012-09-25,1,0
23,2012-09-25,1,0
246,2012-09-25,1,0
68,2012-09-26,1,0
271,2012-09-26,1,0
26,2012-09-26,1,0
67,2012-09-26,1,0
74,2012-09-27,1,0
23,2012-09-27,1,0
63,2012-09-27,1,0
226,2012-09-27,1,0
131,2012-09-28,1,0
336,2012-09-28,1,0
92,2012-09-28,1,0
33,2012-09-28,1,0
78,2012-09-29,1,0
367,2012-09-29,1,0
156,2012-09-29,1,0
37,2012-09-29,1,0
105,2012-09-30,1,0
350,2012-09-30,1,0
32,2012-09-30,1,0
84,2012-09-30,1,0
63,2012-10-01,1,0
248,2012-10-01,1,0
20,2012-10-01,1,0
42,2012-10-01,1,0
64,2012-10-02,1,0
212,2012-10-02,1,0
73,2012-10-02,1,0
14,2012-10-02,1,0
57,2012-10-03,1,0
14,2012-10-03,1,0
59,2012-10-03,1,0
252,2012-10-03,1,0
58,2012-10-04,1,0
261,2012-10-04,1,0
14,2012-10-04,1,0
53,2012-10-04,1,0
35,2012-10-05,1,0
77,2012-10-05,1,0
338,2012-10-05,1,0
120,2012-10-05,1,0
84,2012-10-06,1,0
34,2012-10-06,1,0
411,2012-10-06,1,0
94,2012-10-06,1,0
77,2012-10-07,1,0
33,2012-10-07,1,0
316,2012-10-07,1,0
80,2012-10-07,1,0
52,2012-10-08,1,0
16,2012-10-08,1,0
57,2012-10-08,1,0
204,2012-10-08,1,0
72,2012-10-09,1,0
106,2012-10-09,1,0
29,2012-10-09,1,0
280,2012-10-09,1,0
90,2012-10-10,1,0
46,2012-10-10,1,0
30,2012-10-10,1,0
244,2012-10-10,1,0
60,2012-10-11,1,0
23,2012-10-11,1,0
240,2012-10-11,1,0
67,2012-10-11,1,0
118,2012-10-12,1,0
126,2012-10-12,1,0
362,2012-10-12,1,0
37,2012-10-12,1,0
393,2012-10-13,1,0
89,2012-10-13,1,0
125,2012-10-13,1,0
43,2012-10-13,1,0
80,2012-10-14,1,0
367,2012-10-14,1,0
91,2012-10-14,1,0
26,2012-10-14,1,0
25,2012-10-15,1,0
65,2012-10-15,1,0
73,2012-10-15,1,0
287,2012-10-15,1,0
230,2012-10-16,1,0
94,2012-10-16,1,0
53,2012-10-16,1,0
31,2012-10-16,1,0
274,2012-10-17,1,0
73,2012-10-17,1,0
57,2012-10-17,1,0
20,2012-10-17,1,0
18,2012-10-18,1,0
62,2012-10-18,1,0
75,2012-10-18,1,0
262,2012-10-18,1,0
97,2012-10-19,1,0
34,2012-10-19,1,0
96,2012-10-19,1,0
337,2012-10-19,1,0
86,2012-10-20,1,0
50,2012-10-20,1,0
115,2012-10-20,1,0
445,2012-10-20,1,0
385,2012-10-21,1,0
66,2012-10-21,1,0
38,2012-10-21,1,0
79,2012-10-21,1,0
63,2012-10-22,1,0
50,2012-10-22,1,0
249,2012-10-22,1,0
20,2012-10-22,1,0
25,2012-10-23,1,0
54,2012-10-23,1,0
193,2012-10-23,1,0
115,2012-10-23,1,0
57,2012-10-24,1,0
56,2012-10-24,1,0
19,2012-10-24,1,0
231,2012-10-24,1,0
21,2012-10-25,1,0
70,2012-10-25,1,0
256,2012-10-25,1,0
74,2012-10-25,1,0
20,2012-10-26,1,0
87,2012-10-26,1,0
325,2012-10-26,1,0
104,2012-10-26,1,0
46,2012-10-27,1,0
403,2012-10-27,1,0
121,2012-10-27,1,0
80,2012-10-27,1,0
47,2012-10-28,1,0
348,2012-10-28,1,0
87,2012-10-28,1,0
89,2012-10-28,1,0
22,2012-10-29,1,0
59,2012-10-29,1,0
49,2012-10-29,1,0
225,2012-10-29,1,0
220,2012-10-30,1,0
72,2012-10-30,1,0
19,2012-10-30,1,0
95,2012-10-30,1,0
59,2012-10-31,1,0
21,2012-10-31,1,0
55,2012-10-31,1,0
226,2012-10-31,1,0
17,2012-11-01,1,0
259,2012-11-01,1,0
65,2012-11-01,1,0
54,2012-11-01,1,0
348,2012-11-02,1,0
35,2012-11-02,1,0
125,2012-11-02,1,0
76,2012-11-02,1,0
499,2012-11-03,1,0
94,2012-11-03,1,0
36,2012-11-03,1,0
125,2012-11-03,1,0
41,2012-11-03,1,0
102,2012-11-04,1,0
88,2012-11-04,1,0
47,2012-11-04,1,0
405,2012-11-04,1,0
54,2012-11-04,1,0
71,2012-11-05,1,0
27,2012-11-05,1,0
350,2012-11-05,1,0
33,2012-11-05,1,0
109,2012-11-05,1,0
1,2012-11-06,1,0
21,2012-11-06,1,0
49,2012-11-06,1,0
287,2012-11-06,1,0
95,2012-11-06,1,0
19,2012-11-06,1,0
52,2012-11-07,1,0
279,2012-11-07,1,0
60,2012-11-07,1,0
20,2012-11-07,1,0
1,2012-11-07,1,0
24,2012-11-07,1,0
33,2012-11-08,1,0
47,2012-11-08,1,0
267,2012-11-08,1,0
17,2012-11-08,1,0
79,2012-11-08,1,0
22,2012-11-08,1,0
110,2012-11-09,1,0
102,2012-11-09,1,0
30,2012-11-09,1,0
22,2012-11-09,1,0
339,2012-11-09,1,0
22,2012-11-09,1,0
89,2012-11-10,1,0
36,2012-11-10,1,0
90,2012-11-10,1,0
45,2012-11-10,1,0
404,2012-11-10,1,0
43,2012-11-10,1,0
25,2012-11-11,1,0
27,2012-11-11,1,0
22,2012-11-11,1,0
68,2012-11-11,1,0
70,2012-11-11,1,0
422,2012-11-11,1,0
19,2012-11-12,1,0
20,2012-11-12,1,0
17,2012-11-12,1,0
265,2012-11-12,1,0
50,2012-11-12,1,0
69,2012-11-12,1,0
115,2012-11-13,1,0
25,2012-11-13,1,0
9,2012-11-13,1,0
240,2012-11-13,1,0
59,2012-11-13,1,0
20,2012-11-13,1,0
185,2012-11-14,1,0
69,2012-11-14,1,0
24,2012-11-14,1,0
38,2012-11-14,1,0
60,2012-11-14,1,0
2,2012-11-14,1,0
17,2012-11-14,1,0
59,2012-11-15,1,0
82,2012-11-15,1,0
18,2012-11-15,1,0
22,2012-11-15,1,0
12,2012-11-15,1,0
232,2012-11-15,1,0
21,2012-11-15,1,0
43,2012-11-16,1,0
125,2012-11-16,1,0
29,2012-11-16,1,0
67,2012-11-16,1,0
51,2012-11-16,1,0
358,2012-11-16,1,0
8,2012-11-16,1,0
36,2012-11-17,1,0
96,2012-11-17,1,0
13,2012-11-17,1,0
55,2012-11-17,1,0
41,2012-11-17,1,0
138,2012-11-17,1,0
421,2012-11-17,1,0
12,2012-11-18,1,0
26,2012-11-18,1,0
18,2012-11-18,1,0
395,2012-11-18,1,0
69,2012-11-18,1,0
23,2012-11-18,1,0
84,2012-11-18,1,0
220,2012-11-19,1,0
90,2012-11-19,1,0
24,2012-11-19,1,0
10,2012-11-19,1,0
29,2012-11-19,1,0
14,2012-11-19,1,0
69,2012-11-19,1,0
27,2012-11-20,1,0
128,2012-11-20,1,0
20,2012-11-20,1,0
243,2012-11-20,1,0
15,2012-11-20,1,0
13,2012-11-20,1,0
71,2012-11-20,1,0
302,2012-11-21,1,0
78,2012-11-21,1,0
72,2012-11-21,1,0
40,2012-11-21,1,0
19,2012-11-21,1,0
16,2012-11-21,1,0
236,2012-11-22,1,0
98,2012-11-22,1,0
13,2012-11-22,1,0
23,2012-11-22,1,0
30,2012-11-22,1,0
56,2012-11-22,1,0
25,2012-11-22,1,0
25,2012-11-23,1,0
93,2012-11-23,1,0
339,2012-11-23,1,0
114,2012-11-23,1,0
30,2012-11-23,1,0
17,2012-11-23,1,0
59,2012-11-23,1,0
145,2012-11-24,1,0
28,2012-11-24,1,0
49,2012-11-24,1,0
42,2012-11-24,1,0
137,2012-11-24,1,0
461,2012-11-24,1,0
35,2012-11-24,1,0
9,2012-11-25,1,0
115,2012-11-25,1,0
92,2012-11-25,1,0
46,2012-11-25,1,0
35,2012-11-25,1,0
360,2012-11-25,1,0
36,2012-11-25,1,0
18,2012-11-26,1,0
21,2012-11-26,1,0
22,2012-11-26,1,0
75,2012-11-26,1,0
13,2012-11-26,1,0
69,2012-11-26,1,0
221,2012-11-26,1,0
11,2012-11-27,1,0
20,2012-11-27,1,0
29,2012-11-27,1,0
55,2012-11-27,1,0
12,2012-11-27,1,0
185,2012-11-27,1,0
71,2012-11-27,1,0
217,2012-11-28,1,0
14,2012-11-28,1,0
17,2012-11-28,1,0
29,2012-11-28,1,0
68,2012-11-28,1,0
48,2012-11-28,1,0
40,2012-11-28,1,0
66,2012-11-29,1,0
28,2012-11-29,1,0
31,2012-11-29,1,0
22,2012-11-29,1,0
24,2012-11-29,1,0
217,2012-11-29,1,0
76,2012-11-29,1,0
108,2012-11-30,1,0
26,2012-11-30,1,0
36,2012-11-30,1,0
100,2012-11-30,1,0
295,2012-11-30,1,0
56,2012-11-30,1,0
41,2012-11-30,1,0
397,2012-12-01,1,0
49,2012-12-01,1,0
118,2012-12-01,1,0
62,2012-12-01,1,0
37,2012-12-01,1,0
54,2012-12-01,1,0
126,2012-12-01,1,0
32,2012-12-02,1,0
99,2012-12-02,1,0
39,2012-12-02,1,0
352,2012-12-02,1,0
26,2012-12-02,1,0
42,2012-12-02,1,0
84,2012-12-02,1,0
66,2012-12-03,1,0
66,2012-12-03,1,0
18,2012-12-03,1,0
261,2012-12-03,1,0
19,2012-12-03,1,0
40,2012-12-03,1,0
23,2012-12-03,1,0
26,2012-12-04,1,0
213,2012-12-04,1,0
63,2012-12-04,1,0
32,2012-12-04,1,0
84,2012-12-04,1,0
44,2012-12-04,1,0
15,2012-12-04,1,0
79,2012-12-05,1,0
25,2012-12-05,1,0
65,2012-12-05,1,0
20,2012-12-05,1,0
39,2012-12-05,1,0
230,2012-12-05,1,0
20,2012-12-05,1,0
63,2012-12-06,1,0
40,2012-12-06,1,0
18,2012-12-06,1,0
272,2012-12-06,1,0
30,2012-12-06,1,0
28,2012-12-06,1,0
75,2012-12-06,1,0
340,2012-12-07,1,0
33,2012-12-07,1,0
58,2012-12-07,1,0
102,2012-12-07,1,0
25,2012-12-07,1,0
25,2012-12-07,1,0
118,2012-12-07,1,0
42,2012-12-08,1,0
132,2012-12-08,1,0
33,2012-12-08,1,0
50,2012-12-08,1,0
79,2012-12-08,1,0
402,2012-12-08,1,0
115,2012-12-08,1,0
42,2012-12-09,1,0
85,2012-12-09,1,0
15,2012-12-09,1,0
20,2012-12-09,1,0
56,2012-12-09,1,0
371,2012-12-09,1,0
80,2012-12-09,1,0
22,2012-12-10,1,0
29,2012-12-10,1,0
15,2012-12-10,1,0
47,2012-12-10,1,0
18,2012-12-10,1,0
63,2012-12-10,1,0
251,2012-12-10,1,0
76,2012-12-11,1,0
25,2012-12-11,1,0
246,2012-12-11,1,0
17,2012-12-11,1,0
18,2012-12-11,1,0
55,2012-12-11,1,0
40,2012-12-11,1,0
66,2012-12-12,1,0
45,2012-12-12,1,0
30,2012-12-12,1,0
46,2012-12-12,1,0
19,2012-12-12,1,0
16,2012-12-12,1,0
5,2012-12-12,1,0
222,2012-12-12,1,0
50,2012-12-13,1,0
31,2012-12-13,1,0
231,2012-12-13,1,0
16,2012-12-13,1,0
28,2012-12-13,1,0
67,2012-12-13,1,0
80,2012-12-13,1,0
14,2012-12-13,1,0
296,2012-12-14,1,0
107,2012-12-14,1,0
3,2012-12-14,1,0
71,2012-12-14,1,0
103,2012-12-14,1,0
28,2012-12-14,1,0
37,2012-12-14,1,0
28,2012-12-14,1,0
106,2012-12-15,1,0
41,2012-12-15,1,0
419,2012-12-15,1,0
106,2012-12-15,1,0
32,2012-12-15,1,0
67,2012-12-15,1,0
39,2012-12-15,1,0
38,2012-12-15,1,0
51,2012-12-16,1,0
101,2012-12-16,1,0
28,2012-12-16,1,0
40,2012-12-16,1,0
13,2012-12-16,1,0
333,2012-12-16,1,0
86,2012-12-16,1,0
42,2012-12-16,1,0
58,2012-12-17,1,0
26,2012-12-17,1,0
94,2012-12-17,1,0
261,2012-12-17,1,0
24,2012-12-17,1,0
24,2012-12-17,1,0
24,2012-12-17,1,0
39,2012-12-17,1,0
17,2012-12-18,1,0
20,2012-12-18,1,0
232,2012-12-18,1,0
43,2012-12-18,1,0
52,2012-12-18,1,0
35,2012-12-18,1,0
81,2012-12-18,1,0
33,2012-12-18,1,0
249,2012-12-19,1,0
37,2012-12-19,1,0
58,2012-12-19,1,0
96,2012-12-19,1,0
25,2012-12-19,1,0
18,2012-12-19,1,0
29,2012-12-19,1,0
17,2012-12-19,1,0
23,2012-12-20,1,0
98,2012-12-20,1,0
22,2012-12-20,1,0
50,2012-12-20,1,0
35,2012-12-20,1,0
241,2012-12-20,1,0
24,2012-12-20,1,0
69,2012-12-20,1,0
36,2012-12-21,1,0
123,2012-12-21,1,0
24,2012-12-21,1,0
89,2012-12-21,1,0
52,2012-12-21,1,0
112,2012-12-21,1,0
55,2012-12-21,1,0
345,2012-12-21,1,0
411,2012-12-22,1,0
35,2012-12-22,1,0
116,2012-12-22,1,0
128,2012-12-22,1,0
51,2012-12-22,1,0
24,2012-12-22,1,0
84,2012-12-22,1,0
40,2012-12-22,1,0
32,2012-12-23,1,0
91,2012-12-23,1,0
87,2012-12-23,1,0
389,2012-12-23,1,0
115,2012-12-23,1,0
27,2012-12-23,1,0
47,2012-12-23,1,0
38,2012-12-23,1,0
52,2012-12-24,1,0
45,2012-12-24,1,0
31,2012-12-24,1,0
87,2012-12-24,1,0
34,2012-12-24,1,0
60,2012-12-24,1,0
24,2012-12-24,1,0
299,2012-12-24,1,0
64,2012-12-25,1,0
32,2012-12-25,1,0
73,2012-12-25,1,0
26,2012-12-25,1,0
49,2012-12-25,1,0
26,2012-12-25,1,0
45,2012-12-25,1,0
276,2012-12-25,1,0
61,2012-12-26,1,0
30,2012-12-26,1,0
25,2012-12-26,1,0
46,2012-12-26,1,0
18,2012-12-26,1,0
58,2012-12-26,1,0
129,2012-12-26,1,0
289,2012-12-26,1,0
365,2012-12-27,1,0
122,2012-12-27,1,0
